symbol,y,x1,x2,x3,x4,underwriter,exchange
ANAB,1.055,1.067,80000,0.261,0.093,1-26-31,1
JNCE,1.028,1.125,114570,0.204,0.132,19-41,1
LAUR,1.030,0.893,437500,1.000,0.072,1-7-17,1
OBSV,1.016,0.886,85720,0.218,0.078,1-3-56,1
JELD,1.030,1.098,631250,0.238,0.127,17-18,2
REVG,1.002,1.170,321875,0.196,0.194,2-7-39,2
METC,1.016,1.078,87300,0.154,0.075,1-3-31,1
INVH,1.016,1.005,1547700,0.255,0.046,19-21,2
KRP,1.037,1.003,90300,0.306,0.034,10-26-38,2
CLPR,1.000,1.111,85500,0.335,0.020,38-120,2
FBM,1.003,1.129,202240,0.299,0.067,10-17-21,2
SNAP,1.050,1.412,4800000,0.302,0.132,2-7-19-21,2
HLNE,1.015,1.116,211968,0.696,0.116,7-19,1
ARD,1.014,1.155,355590,1.000,0.130,2-18-21,2
VLRX,1.000,0.950,49875,0.687,0.003,41-43,1
TRTX,1.008,0.980,215600,0.185,0.067,2-8-18-37,2
ADOM,1.117,1.450,20678,0.042,0.000,328,1
AKCA,1.043,1.016,127031,0.243,0.030,26-37-41,1
ALRN,1.018,0.917,51562,0.255,0.114,3-8,1
APPN,1.015,1.250,93750,1.000,0.154,2-7-17,1
ARGX,1.085,1.053,104983,0.226,0.026,4-41,1
ASV,1.005,1.064,28310,0.388,0.013,14,1
ATACU,1.002,1.005,40200,0.752,0.014,70,1
ATNX,1.017,1.091,72000,0.107,0.043,1-19-21,1
ATXI,1.129,1.267,41800,0.622,0.006,12-38,1
BCACU,1.002,1.010,53025,0.755,0.012,99,1
BOMN,1.153,1.000,85000,0.528,0.006,41,1
BYSI,1.050,1.000,3485,0.008,0.095,18-253,1
CATS,1.021,0.990,14843,0.201,0.005,294,1
CIFS,1.000,1.300,26300,0.088,0.001,45-328,1
CLXT,1.129,1.188,66500,0.263,0.027,1-3-18-37,1
CMTA,1.038,1.217,146000,0.262,0.080,7-56,1
CNACU,1.003,1.000,125000,0.775,0.037,41,1
CSSE,1.020,1.083,32500,1.322,0.018,115-329-330,1
DOVA,1.036,1.132,84988,0.177,0.089,3-19-56,1
ESQ,1.000,1.136,37585,0.345,0.013,34,1
FSACU,1.004,1.006,402400,0.800,0.010,8-18,1
GNTY,1.016,1.111,60000,0.186,0.021,34-55,1
GTHX,1.015,1.000,105000,0.255,0.095,19-41,1
IMRN,1.005,0.926,5642,1.000,0.046,331-332,1
INDUU,1.001,1.002,200400,0.800,0.051,120-221,1
KAACU,1.002,1.009,353150,0.800,0.024,1-18-21,1
KALA,1.072,1.113,100200,0.258,0.073,8-19,1
KBLMU,1.000,1.000,100000,0.772,0.097,96,1
MMDMU,1.003,1.009,181620,0.800,0.021,54,1
MPACU,1.004,1.000,300000,0.800,0.065,30,1
MRSN,1.025,0.950,71250,0.221,0.109,19-41-56,1
NCSM,1.015,1.176,190000,0.210,0.160,1-18-37,1
NEWA,1.257,1.464,10248,0.132,0.004,60,1
OKTA,1.040,1.386,259160,1.000,0.117,2-19-110,1
OSPRU,1.002,1.005,251250,0.800,0.011,1,1
OVID,1.035,0.933,70000,0.203,0.117,18-41,1
PETQ,1.003,1.312,131250,0.509,0.091,3-6,1
PSDO,1.030,0.964,224999,0.188,0.162,18-19,1
RBB,1.027,1.014,87450,0.239,0.063,34-35-55,1
RDFN,1.070,1.304,180558,0.116,0.148,2-110,1
SGBX,1.095,0.950,7125,0.377,0.012,294,1
SGH,1.048,1.091,63600,0.256,0.043,17-21,1
SNNA,1.019,1.270,82549,0.218,0.051,19-31-41,1
SSTI,1.094,1.109,34160,0.307,0.024,14-16,1
TNTR,1.053,1.017,61032,0.277,0.047,7-8-42,1
TOCA,1.076,1.027,87295,0.459,0.022,26-48-56,1
TRPX,1.423,1.050,12600,0.626,0.300,102-253,1
URGN,1.017,1.022,59406,0.374,0.028,3-41,1
VEACU,1.001,1.010,484800,0.800,0.014,1-2-18,1
VERI,1.000,1.043,39100,0.180,0.075,40-103,1
VRNA,1.029,1.000,77868,1.000,0.017,3-26,1
WRLSU,1.001,1.005,271350,0.800,0.008,99,1
ZEAL,1.031,1.014,79275,0.145,0.033,2-7,1
AMGP,1.011,0.943,825087,0.200,0.089,7-17-19,2
APRN,1.065,1.000,300000,0.999,0.132,2-7-17-18,2
ATUS,1.018,1.053,2020599,0.259,0.086,2-7-18-19,2
AYX,1.014,1.232,155250,1.000,0.146,2-19,2
BEDU,1.040,1.048,165000,1.000,0.043,7-21,2
BHVN,1.012,1.176,198000,0.289,0.069,4-7-17,2
BY,1.006,1.071,115995,0.201,0.070,8-35,2
CADE,1.009,1.103,165375,0.091,0.145,2-19,2
CLDR,1.051,1.187,267000,0.117,0.164,7-19-110,2
CVNA,1.033,0.900,202500,1.000,0.116,8-18-21-37,2
EEX,1.029,1.100,289850,0.215,0.122,2-8-17,2
ELVT,1.099,1.077,86800,0.314,0.038,1-3-26-32,2
FND,1.025,1.440,266910,0.096,0.250,1-8-17-32,2
FPH,1.013,1.086,319200,0.359,0.041,18-19,2
GDI,1.002,1.062,877625,0.218,0.072,2-18-32-116,2
GPMT,1.015,0.936,182500,0.231,0.087,7-8-18-19,2
HESM,1.017,1.109,376890,0.542,0.162,2-7,2
JILL,1.017,0.981,148750,0.267,0.137,3-7-8,2
KREF,1.012,1.024,215250,0.196,0.025,7-37-116,2
MULE,1.055,1.426,315250,1.000,0.180,2-8-19,2
NETS,1.027,0.908,134887,0.266,0.087,2-3-19-110-143,2
PUMP,1.000,1.071,375000,0.301,0.081,2-17,2
SAFE,1.010,0.950,194750,0.563,0.059,8-17-19,2
SNDR,1.010,1.026,564466,0.320,0.101,7-32,2
SOI,1.021,1.018,123321,1.000,0.052,1-2,2
VNTR,1.013,1.044,474203,0.214,0.096,2-8-18-19,2
WOW,1.038,0.941,291764,0.215,0.085,1-32,2
WTTR,1.016,1.064,129630,0.681,0.047,1-37-120,2
XRF,1.021,1.108,66500,1.000,0.047,1-3-7,2
YEXT,1.018,1.273,147000,0.123,0.192,7-10-19,2
ZYME,1.056,1.038,60750,0.181,0.026,17-37-335,2
PLYM,1.005,0.966,53244,0.800,0.018,12-33-34-46-83,3
SACH,1.041,0.980,12740,0.234,0.019,294,3
IAMXU,1.004,1.006,50300,0.763,0.000,13,1
YOGA,1.064,1.000,40150,0.450,0.095,41-55-92,1
RNGR,1.036,0.966,82068,0.697,0.088,1-37-50-336,2
ZKIN,1.059,1.522,8130,0.079,0.012,328,1
CELC,1.053,1.300,29640,0.247,0.031,103,1
ZLAB,1.102,1.347,202083,1.000,0.101,18-19-56,1
TRLA,1.062,1.300,132600,0.227,0.157,19-21,2
DOTAU,1.007,1.007,50350,0.758,0.008,99,1
KRYS,1.043,1.050,41580,0.411,0.024,96,1
PETZ,1.101,1.588,8943,0.144,0.016,60,1
SECO,1.050,0.931,102850,1.000,0.151,3,1
TRMT,1.000,0.887,44375,0.806,0.136,10-18-32,1
BSTI,1.023,1.148,516600,1.000,0.028,1-18-19-21-135,2
DESP,1.016,1.115,370330,0.190,0.129,7-18,2
OMP,1.007,0.985,125625,0.545,0.123,7-18-37,2
NITE,1.041,1.232,92460,0.191,0.065,3-31-56,1
RYB,1.095,1.304,188136,1.000,0.114,1-7,2
DCPH,1.024,1.179,150375,0.235,0.116,4-19,1
NCNA,1.054,1.033,103338,0.216,0.064,3-18-41,1
ROKU,1.158,1.127,247241,1.000,0.137,7-18,1
PQG,1.000,0.971,493000,0.214,0.100,1-2-7-18,2
BRACU,1.005,1.009,121080,0.779,0.014,99,1
RYTM,1.199,1.365,163630,0.270,0.090,7-8-41,1
SWCH,1.147,1.276,678125,1.000,0.148,2-19-31-37,2
KIDS,1.111,1.385,72000,0.332,0.028,4-26,1
OPTN,1.047,1.250,150000,0.205,0.073,3-4-10-31,1
CARG,1.041,1.812,272600,0.122,0.177,2-10-110,1
HAIR,1.399,1.221,30566,0.125,0.057,15,1
RMBL,1.000,1.000,16005,0.244,0.006,13-14,1
QD,1.032,1.431,1288125,1.000,0.149,1-7-18-32-153-171,2
LYL,1.279,1.232,10504,0.122,0.008,45-328,1
MDB,1.030,1.375,264000,0.992,0.172,2-7-17-110,1
REDU,1.062,1.103,176000,1.000,0.105,1-7,1
FAT,1.093,1.067,25600,0.200,0.058,301,1
CMSSU,1.002,1.001,180180,0.783,0.022,99,1
EYE,1.012,1.307,454250,0.219,0.072,2-8-18-116,1
FSCT,1.029,1.193,138600,0.143,0.173,7-18-19,1
HYACU,1.000,1.007,302100,0.800,0.013,30,1
MBIN,1.017,1.062,106250,0.225,0.070,34-38-55,1
BPMP,1.008,0.936,716125,0.811,0.084,2-7-18,2
NEXA,1.000,1.031,511500,0.233,0.029,1-7-19-31,2
ACMR,1.038,1.459,16340,0.157,0.015,14,1
ALNA,1.033,0.857,63999,0.259,0.156,1-3-41,1
FNKO,1.030,0.667,83333,0.446,0.152,2-8-19,1
HX,1.133,1.500,75000,0.563,0.008,45,1
STNLU,1.000,1.014,304200,0.800,0.024,1-2-18,1
AQ,1.042,1.000,33333,1.000,0.069,12-18,2
AQUA,1.026,1.061,530555,0.245,0.127,1-10-19,2
LOMA,1.009,1.139,995899,0.386,0.084,7-8-18-22-77-143,2
APLS,1.028,1.036,155353,0.218,0.034,18-19-48,1
CBTX,1.014,1.077,67200,0.098,0.061,35-55,1
IFRX,1.019,1.013,101271,0.285,0.047,19-31-56,1
FEDU,1.052,1.020,103020,1.000,0.057,7-18-44,2
MCB,1.001,1.113,120745,0.401,0.195,19-35,2
SOGO,1.098,1.000,585000,1.000,0.141,1-19-135-171,2
BAND,1.045,1.053,84240,0.991,0.098,7-9-39,1
ERYP,1.043,1.147,125025,0.274,0.005,3-41-342,1
PPDF,1.100,0.760,226100,1.000,0.048,1-18,2
ARCT,1.667,1.000,39600,0.040,0.028,96,1
BXG,1.046,0.896,81558,0.087,0.078,1-26,2
AMRH,1.000,1.000,11793,0.103,0.000,16-96,1
ASNS,1.092,1.300,52000,0.292,0.021,4-18-41,1
JT,1.022,1.031,185625,1.000,0.060,7-19-135,2
SEND,1.036,1.159,152110,0.201,0.152,7-19,2
SFIX,1.096,1.127,135200,1.000,0.081,2-19,1
BRPAU,1.002,1.001,60060,0.762,0.034,99,1
SBT,1.009,1.029,185250,0.283,0.033,34,1
SCPH,1.048,1.018,91200,0.363,0.037,3-31-56,1
SAIL,1.007,1.242,298000,0.234,0.140,3-7-10-18,2
LEVB,1.140,0.860,10320,0.267,0.014,294,3
BOXL,1.000,1.310,9170,0.106,0.008,58-69-254-294,1
CASA,1.011,1.038,81000,0.075,0.121,7-17,1
CUE,1.040,1.599,105760,0.530,0.001,94-134,1
DNLI,1.018,2.133,141131,0.530,0.002,2-7-19,1
DOGZ,1.103,1.160,63800,0.650,0.004,321,1
ICLK,1.247,1.062,31875,1.000,0.019,1-14-45-49-344,1
ILPT,1.010,0.987,474000,0.308,0.063,10-18-32,1
LBC,1.013,1.093,142762,0.224,0.063,34-35,1
LX,1.261,1.311,141600,1.000,0.010,8-21-44-135,1
ODT,1.063,0.958,143750,0.232,0.031,2-3,1
QTRX,1.037,1.083,69472,0.202,0.066,19-41-56,1
RETO,1.140,1.660,23240,0.125,0.004,60,1
ADT,1.025,0.904,1328250,0.140,0.062,2-7,2
CURO,1.002,1.057,98666,0.150,0.060,1-3-55,2
LBRT,1.014,1.247,269899,0.185,0.182,2-7-37,2
COLD,1.009,1.094,792750,0.328,0.084,8-10-19,2
NINE,1.021,1.043,168000,0.302,0.166,2-19-37,2
TORC,1.101,1.241,105513,0.208,0.045,8-48-56,1
ARMO,1.109,1.647,210823,0.257,0.067,3-31-56,1
EYEN,1.074,1.000,27300,0.275,0.051,14-96,1
MNLO,1.102,1.206,143500,0.319,0.048,3-4-92,1
SLDB,1.090,1.594,199218,0.234,0.085,2-19-56,1
AGS,1.030,1.062,174250,0.305,0.100,1-21,2
GTES,1.016,1.003,733425,0.136,0.083,7-18-32,2
PAGS,1.037,1.312,2971872,0.982,0.149,2-7,2
VICI,1.006,1.054,1275340,0.168,0.075,2-7-8,2
SLGL,1.075,1.278,95812,0.348,0.063,3-31-350-351-352,1
CDLX,1.039,0.931,65340,0.277,0.182,8-19,1
EOLS,1.031,0.958,57500,0.212,0.001,30-79,1
IPIC,1.000,0.919,13913,0.656,0.025,14-301,1
OSS,1.081,1.110,21090,0.308,0.029,14,1
SSLJ,1.000,1.000,20000,0.478,0.005,328,1
VCTR,1.027,0.925,140634,1.000,0.000,7-8-19,1
CAAP,1.058,1.000,485714,0.179,0.068,12,2
FTSI,1.011,1.056,370500,0.183,0.106,1-7,2
HMI,1.000,1.091,120000,1.000,0.096,1-18-44-207,2
HUD,1.000,0.945,707548,1.000,0.094,1-7-32,2
QES,1.027,0.900,83333,0.280,0.035,8-336,2
WHD,1.040,1.067,466440,1.000,0.000,1-18,2
BFRA,1.079,1.316,15795,1.000,0.013,115,1
MOTS,1.056,1.000,17500,0.225,0.057,4-12,1
FAMI,1.100,1.100,7392,0.144,0.003,60,1
BTAI,1.083,1.002,60109,0.349,0.080,17-31-32,1
AIHS,1.080,1.377,16530,0.118,0.006,60,1
BWB,1.015,1.077,84822,0.231,0.044,34-83,1
ZS,1.019,1.719,330000,0.102,0.209,2-7,1
RCUS,1.070,1.333,160000,0.188,0.098,2-18-56,2
DNJR,1.077,1.300,8060,0.107,0.014,60,1
DBX,1.086,1.381,1044000,0.685,0.216,2-8-19-21-110,1
OPBK,1.021,1.068,23500,0.132,0.045,35,1
STG,1.075,1.139,170300,0.286,0.074,1-19-135,2
BILI,1.082,0.852,411600,1.000,0.078,7-8-19,1
FIXX,1.061,1.438,207000,0.249,0.056,8-41-48,1
GNPX,1.119,0.938,6003,0.098,0.024,45,1
IQ,1.018,1.011,2275000,1.000,0.114,1-8-135,1
UMRX,1.021,0.979,67797,0.195,0.045,7-41,1
GHG,1.021,1.029,146880,1.000,0.029,7-8-32,2
ZUO,1.050,1.429,220000,1.000,0.187,2-3-7-110,2
EACQU,1.002,1.000,180000,0.800,0.030,18,1
TRTLU,1.004,1.000,185000,0.800,0.037,21,1
LEAF,1.009,1.124,401962,0.189,0.126,1-8-17-18-110,2
EVER,1.010,1.040,199888,0.170,0.055,2,1
BV,1.034,1.333,151748,0.167,0.000,1-7-21,2
AMBO,1.260,1.000,106772,0.500,0.055,19-135,3
AHPAU,1.007,0.982,294600,0.800,0.043,1,1
JSYNU,1.005,0.995,38805,0.754,0.035,13-70,1
EAGLU,1.001,1.001,480480,0.800,0.018,8-21,1
PACQU,1.005,1.000,36000,0.746,0.079,70,1
FMCIU,1.002,1.000,150000,0.771,0.030,99-120,1
BNGOU,1.000,0.979,20160,0.354,0.006,14,1
TZACU,1.011,1.001,55055,0.764,0.066,13,1
SFET,1.000,0.836,6125,0.374,0.000,70,1
TKKSU,1.000,1.008,221760,0.794,0.019,99,1
ARDS,1.064,1.002,26040,0.253,0.049,30,1
MESA,1.000,1.000,115560,0.282,0.053,8-38,1
VCNX,1.000,1.000,40000,0.290,0.026,12-112,1
ARLO,1.100,1.156,188977,0.140,0.070,8-21-92,2
CWK,1.010,1.059,810000,0.216,0.078,2-7-19-32,2
TOTAU,1.003,1.012,40480,0.769,0.038,70,1
ADIL,1.100,0.800,5856,0.224,0.016,13-69-294,1
DAVA,1.040,1.250,158500,0.574,0.106,1-7-18-21,2
OPRA,1.089,1.195,137664,1.000,0.088,18-171,1
WISA,1.000,1.000,12000,0.163,0.009,310-311-357-358,1
TENB,1.027,1.435,359700,0.120,0.174,7-19-21-110,1
PDD,1.036,1.395,2268400,1.000,0.094,1-135-171,1
FOCS,1.000,1.088,582162,0.402,0.077,2-8-116,1
JG,1.043,1.059,81540,1.000,0.039,1-21-135,1
LQDA,1.080,1.132,56590,0.301,0.048,3-41,1
BRY,1.018,0.946,172826,0.160,0.049,2-31-37,1
CANG,1.111,1.136,50000,1.000,0.019,7-8-135,2
AQST,1.055,1.003,67725,0.184,0.079,10-31,1
BE,1.037,1.247,336600,1.000,0.106,7-19,2
GLACU,1.006,1.011,40440,0.759,0.034,70,1
PRVB,1.000,2.000,131000,0.434,0.004,134,1
REPL,1.014,1.067,107200,0.217,0.106,19-31-56,1
TLRY,1.039,1.356,207450,0.120,0.072,41,1
MYFW,1.010,1.092,40981,0.262,0.037,35-55,1
ESTA,1.038,1.444,96597,0.201,0.082,3-41,1
CNST,1.064,0.765,45920,0.156,0.078,3-19-31,1
ALLK,1.032,1.511,194026,0.176,0.103,2-3,1
CCB,1.046,1.121,46312,0.250,0.046,35-179,1
CRNX,1.111,1.132,115500,0.261,0.127,4-19-56,1
RUBY,1.082,1.327,319836,0.136,0.052,3-7-19-56,1
ALGRU,1.001,1.006,130780,0.782,0.035,30,1
BJ,1.083,1.250,796875,0.297,0.116,2-8-19-21,2
ENTX,1.027,0.912,10220,0.123,0.019,12-13,1
HCCHU,1.004,1.005,50250,0.789,0.045,99,1
FTSV,1.029,0.938,105595,0.235,0.103,1-7,1
STIM,1.039,1.471,137500,0.328,0.065,4-6,1
TBIO,1.074,0.885,107525,0.209,0.067,18-48-56,1
TCDA,1.072,1.316,292500,0.291,0.057,2-19-41,1
UXIN,1.009,1.156,260000,1.000,0.091,7-19-44-135-171,1
NTGN,1.014,1.000,100000,0.222,0.080,7-8-79,1
LOVE,1.050,1.562,87500,0.271,0.056,14,1
HYRE,1.171,1.110,13986,0.241,0.031,45,1
ECOR,1.100,1.200,93600,0.183,0.030,4-30-33-48,1
AUTL,1.071,1.647,247058,0.227,0.052,2-3,1
APTX,1.117,1.087,111359,0.197,0.085,19-31-41-56,1
IIIV,1.053,1.385,119700,0.822,0.077,9-38-41,1
KZR,1.024,1.333,100000,0.273,0.035,3-6-37-41,1
EPRT,1.006,0.964,438425,0.793,0.054,2-17-18,2
MGTA,1.054,1.033,103333,0.194,0.088,2-19-41,1
AVRO,1.080,1.539,153502,0.227,0.096,7-37-41,1
XERS,1.103,1.050,89775,0.289,0.022,3-10-56,1
TWLVU,1.003,1.002,180360,0.771,0.036,99,1
LFACU,1.000,1.002,135270,0.800,0.049,38-345,1
EIDX,1.032,1.176,125000,0.175,0.062,8-19,1
TBRGU,1.000,1.005,226125,0.800,0.014,30-175,1
VRCA,1.121,1.333,100000,0.200,0.044,3-8-41,1
NEW,1.081,1.000,122400,1.000,0.047,17-18-21-171-361,2
AVLR,1.084,1.458,262500,0.115,0.155,2-8-19,2
CHRA,1.004,0.979,86397,0.246,0.061,7-8,2
USX,1.015,1.019,294312,0.561,0.056,7-8,2
MGTX,1.026,1.007,75500,0.184,0.065,8-17-48,1
HJLI,1.128,1.000,7500,0.148,0.031,45-310-358,1
TDACU,1.003,1.001,175175,0.760,0.010,70,1
ITRM,1.002,0.977,78105,0.441,0.022,10-56,1
KNSA,1.008,1.358,207281,0.575,0.045,2-19,1
SRRK,1.018,1.018,76380,0.219,0.028,3-31-41,1
GSKY,1.038,0.963,841700,0.733,0.122,2-7-19,1
CLPS,1.101,1.097,11520,0.150,0.035,59-115,1
EVOP,1.006,1.253,280700,0.925,0.174,5-8-18-19-21,1
PS,1.013,1.333,414000,0.346,0.144,7-8-17-19,1
VTIQU,1.001,1.000,200000,0.775,0.081,41-70,1
TMCXU,1.001,1.000,300000,0.800,0.072,345,1
HUYA,1.101,1.292,232500,1.000,0.150,1-32-135,2
EQH,1.007,0.988,2710687,0.245,0.036,7-17-18-19,2
EVLO,1.025,1.000,85000,0.167,0.069,7-31-41,1
OBNK,1.019,1.066,131811,0.165,0.059,38-55,1
ROAD,1.018,1.083,146250,1.000,0.048,38-39-55,1
STXB,1.018,1.048,44000,0.211,0.076,35-55,1
ASLN,1.049,0.875,36900,0.187,0.034,4-56,1
BCML,1.009,1.036,65007,0.275,0.007,83-84,1
CBLK,1.046,1.300,197600,0.122,0.161,7-19,1
INSP,1.000,1.531,165307,0.333,0.113,2-8,2
UBX,1.078,1.118,95000,0.119,0.030,2-7-18,1
XSPL,1.056,1.102,7202,0.261,0.001,311,1
PRT,1.043,0.941,100000,0.514,0.131,2-32-37,2
DOCU,1.012,1.310,824600,0.143,0.153,7-19,1
GSHD,1.002,1.200,102360,0.696,0.061,8-19,1
SMAR,1.005,1.227,214064,1.000,0.168,3-7-10-19,2
LASR,1.033,1.438,138000,0.178,0.112,26-38,1
CDAY,1.037,1.314,606900,0.158,0.162,2-19,2
LEVL,1.062,1.036,34800,0.159,0.019,35-38,1
PVTL,1.003,1.117,619750,0.495,0.123,2-7-18,2
SURF,1.000,0.983,106200,0.261,0.102,2-41-48,1
EAF,1.031,0.983,516250,0.116,0.073,1-19,2
AGMH,1.083,1.100,7183,0.061,0.002,45,1
TIBRU,1.000,1.001,150150,0.800,0.036,30-89,1
OPESU,1.002,1.003,100300,0.775,0.066,99,1
DFBHU,1.004,1.000,250000,0.800,0.061,2-21,1
MUDSU,1.000,1.000,200000,0.800,0.000,30,1
MTECU,1.004,1.001,50050,0.772,0.035,99,1
GPAQU,1.002,1.000,125000,0.800,0.072,345,1
NEBUU,1.001,1.003,250749,0.800,0.020,2-21,1
LACQU,1.001,1.000,200000,0.800,0.064,7,1
