symbol,y,x1,x2,x3,x4,underwriter,exchange,t10,p30,t30,p1h,t1h,p1d,t1d
DESP,1.017,1.115,370330,0.190,0.129,7-18,2,10,1.034,27,1.048,36,1.126,339
OMP,1.007,0.985,125625,0.545,0.123,7-18-37,2,0,1.007,0,1.007,0,1.007,0
NITE,1.041,1.232,92460,0.191,0.065,3-31-56,1,0,1.041,0,1.041,0,1.446,308
RYB,1.095,1.304,188136,1.000,0.114,1-7,2,7,1.099,28,1.126,55,1.144,62
DCPH,1.024,1.179,150375,0.235,0.116,4-19,1,0,1.024,0,1.024,0,1.024,0
NCNA,1.060,1.033,103338,0.216,0.064,3-18-41,1,10,1.070,12,1.092,50,1.092,50
ROKU,1.158,1.127,247241,1.000,0.137,7-18,1,8,1.170,24,1.176,51,1.489,319
PQG,1.000,0.971,493000,0.214,0.100,1-2-7-18,2,0,1.015,22,1.018,51,1.026,89
BRACU,1.005,1.009,121080,0.779,0.014,99,1,0,1.005,0,1.005,0,1.006,309
RYTM,1.199,1.365,163630,0.270,0.090,7-8-41,1,6,1.199,6,1.226,60,1.457,253
SWCH,1.147,1.276,678125,1.000,0.148,2-19-31-37,2,3,1.147,3,1.147,3,1.147,3
KIDS,1.111,1.385,72000,0.332,0.028,4-26,1,0,1.161,19,1.161,19,1.161,19
OPTN,1.047,1.250,150000,0.205,0.073,3-4-10-31,1,0,1.047,0,1.047,0,1.047,0
CARG,1.041,1.812,272600,0.122,0.177,2-10-110,1,8,1.041,8,1.041,8,1.041,8
HAIR,1.399,1.221,30566,0.125,0.057,15,1,8,1.399,8,1.399,8,1.399,8
RMBL,1.000,1.000,16005,0.244,0.006,13-14,1,0,1.000,0,1.000,0,1.000,0
QD,1.032,1.431,1288125,1.000,0.149,1-7-18-32-153-171,2,1,1.032,1,1.032,1,1.032,1
LYL,1.279,1.232,10504,0.122,0.008,45-328,1,6,1.488,28,1.624,44,1.958,357
MDB,1.030,1.375,264000,0.992,0.172,2-7-17-110,1,0,1.030,0,1.030,0,1.030,0
REDU,1.062,1.103,176000,1.000,0.105,1-7,1,10,1.078,29,1.106,40,1.116,88
FAT,1.093,1.067,25600,0.200,0.058,301,1,0,1.093,0,1.093,0,1.093,0
CMSSU,1.002,1.001,180180,0.783,0.022,99,1,0,1.002,0,1.002,0,1.002,0
EYE,1.012,1.307,454250,0.219,0.072,2-8-18-116,1,1,1.012,1,1.012,1,1.012,1
FSCT,1.029,1.193,138600,0.143,0.173,7-18-19,1,1,1.029,1,1.029,1,1.029,1
HYACU,1.000,1.007,302100,0.800,0.013,30,1,0,1.000,0,1.000,0,1.000,0
MBIN,1.017,1.062,106250,0.225,0.070,34-38-55,1,2,1.017,2,1.017,2,1.017,2
BPMP,1.008,0.936,716125,0.811,0.084,2-7-18,2,2,1.023,29,1.023,29,1.042,137
NEXA,1.000,1.031,511500,0.233,0.029,1-7-19-31,2,0,1.018,30,1.047,51,1.113,206
ACMR,1.038,1.459,16340,0.157,0.015,14,1,0,1.038,0,1.038,0,1.038,0
ALNA,1.033,0.857,63999,0.259,0.156,1-3-41,1,0,1.033,0,1.033,0,1.033,0
FNKO,1.030,0.667,83333,0.446,0.152,2-8-19,1,0,1.075,21,1.075,21,1.075,21
HX,1.133,1.500,75000,0.563,0.008,45,1,0,1.133,0,1.133,0,1.133,0
STNLU,1.000,1.014,304200,0.800,0.024,1-2-18,1,0,1.000,0,1.000,0,1.000,0
AQ,1.042,1.000,33333,1.000,0.069,12-18,2,1,1.042,1,1.042,1,1.042,1
AQUA,1.026,1.061,530555,0.245,0.127,1-10-19,2,4,1.026,4,1.041,42,1.102,249
LOMA,1.009,1.139,995899,0.386,0.084,7-8-18-22-77-143,2,8,1.015,13,1.016,48,1.023,91
APLS,1.028,1.036,155353,0.218,0.034,18-19-48,1,0,1.028,0,1.028,0,1.028,0
CBTX,1.014,1.077,67200,0.098,0.061,35-55,1,0,1.066,26,1.066,26,1.066,26
IFRX,1.019,1.013,101271,0.285,0.047,19-31-56,1,0,1.019,0,1.019,0,1.019,0
FEDU,1.052,1.020,103020,1.000,0.057,7-18-44,2,2,1.052,2,1.052,2,1.052,2
MCB,1.001,1.113,120745,0.401,0.195,19-35,2,0,1.001,0,1.001,0,1.001,74
SOGO,1.108,1.000,585000,1.000,0.141,1-19-135-171,2,10,1.131,12,1.131,12,1.131,12
BAND,1.045,1.053,84240,0.991,0.098,7-9-39,1,2,1.045,2,1.045,2,1.045,2
ERYP,1.043,1.147,125025,0.274,0.005,3-41-342,1,0,1.043,0,1.043,0,1.043,0
PPDF,1.100,0.760,226100,1.000,0.048,1-18,2,4,1.100,4,1.100,4,1.100,4
ARCT,1.667,1.000,39600,0.040,0.028,96,1,8,1.667,8,1.687,50,1.748,389
BXG,1.046,0.896,81558,0.087,0.078,1-26,2,2,1.052,19,1.052,19,1.052,19
AMRH,1.000,1.000,11793,0.103,0.000,16-96,1,0,1.000,0,1.000,0,1.000,0
ASNS,1.092,1.300,52000,0.292,0.021,4-18-41,1,7,1.092,7,1.123,44,1.123,44
JT,1.022,1.031,185625,1.000,0.060,7-19-135,2,0,1.022,0,1.022,0,1.022,0
SEND,1.036,1.159,152110,0.201,0.152,7-19,2,7,1.036,7,1.036,7,1.036,7
SFIX,1.096,1.127,135200,1.000,0.081,2-19,1,2,1.096,2,1.096,2,1.096,2
BRPAU,1.002,1.001,60060,0.762,0.034,99,1,0,1.002,0,1.002,0,1.002,0
SBT,1.009,1.029,185250,0.283,0.033,34,1,8,1.009,8,1.012,51,1.020,104
SCPH,1.048,1.018,91200,0.363,0.037,3-31-56,1,6,1.048,14,1.048,14,1.048,14
SAIL,1.007,1.242,298000,0.234,0.140,3-7-10-18,2,0,1.007,0,1.007,0,1.007,0
LEVB,1.140,0.860,10320,0.267,0.014,294,3,2,1.140,2,1.140,2,1.140,2
BOXL,1.000,1.310,9170,0.106,0.008,58-69-254-294,1,0,1.000,0,1.000,0,1.000,0
CASA,1.011,1.038,81000,0.075,0.121,7-17,1,1,1.036,30,1.065,38,1.121,161
CUE,1.040,1.599,105760,0.530,0.001,94-134,1,1,1.040,1,1.040,1,1.040,1
DNLI,1.029,2.133,141131,0.530,0.002,2-7-19,1,10,1.029,10,1.029,10,1.029,10
DOGZ,1.103,1.160,63800,0.650,0.004,321,1,7,1.103,7,1.103,7,1.103,7
ICLK,1.247,1.062,31875,1.000,0.019,1-14-45-49-344,1,6,1.247,6,1.280,57,1.280,57
ILPT,1.010,0.987,474000,0.308,0.063,10-18-32,1,8,1.011,30,1.013,33,1.013,33
LBC,1.013,1.093,142762,0.224,0.063,34-35,1,0,1.013,0,1.013,0,1.015,305
LX,1.261,1.311,141600,1.000,0.010,8-21-44-135,1,4,1.261,4,1.261,4,1.261,4
ODT,1.063,0.958,143750,0.232,0.031,2-3,1,6,1.063,6,1.063,6,1.063,6
QTRX,1.037,1.083,69472,0.202,0.066,19-41-56,1,3,1.040,28,1.084,58,1.091,315
RETO,1.140,1.660,23240,0.125,0.004,60,1,9,1.205,20,1.205,20,1.504,171
ADT,1.025,0.904,1328250,0.140,0.062,2-7,2,1,1.025,1,1.025,1,1.025,1
CURO,1.008,1.057,98666,0.150,0.060,1-3-55,2,10,1.013,11,1.013,11,1.013,11
LBRT,1.014,1.247,269899,0.185,0.182,2-7-37,2,0,1.036,21,1.036,21,1.043,327
COLD,1.009,1.094,792750,0.328,0.084,8-10-19,2,0,1.009,0,1.009,0,1.029,351
NINE,1.029,1.043,168000,0.302,0.166,2-19-37,2,10,1.029,10,1.031,54,1.208,280
TORC,1.101,1.241,105513,0.208,0.045,8-48-56,1,0,1.101,0,1.101,0,1.101,0
ARMO,1.109,1.647,210823,0.257,0.067,3-31-56,1,2,1.139,29,1.172,58,1.172,58
EYEN,1.074,1.000,27300,0.275,0.051,14-96,1,2,1.074,2,1.074,2,1.074,2
MNLO,1.134,1.206,143500,0.319,0.048,3-4-92,1,10,1.238,29,1.238,29,1.517,327
SLDB,1.098,1.594,199218,0.234,0.085,2-19-56,1,10,1.147,13,1.147,13,1.147,13
AGS,1.030,1.062,174250,0.305,0.100,1-21,2,8,1.044,15,1.089,52,1.113,330
GTES,1.016,1.003,733425,0.136,0.083,7-18-32,2,3,1.019,12,1.019,12,1.019,12
PAGS,1.037,1.312,2971872,0.982,0.149,2-7,2,9,1.037,9,1.037,9,1.046,306
VICI,1.006,1.054,1275340,0.168,0.075,2-7-8,2,0,1.012,25,1.012,25,1.012,25
SLGL,1.075,1.278,95812,0.348,0.063,3-31-350-351-352,1,0,1.075,0,1.075,0,1.075,0
CDLX,1.039,0.931,65340,0.277,0.182,8-19,1,6,1.039,6,1.039,6,1.149,222
EOLS,1.031,0.958,57500,0.212,0.001,30-79,1,-5,1.031,-5,1.031,-5,1.031,-5
IPIC,1.000,0.919,13913,0.656,0.025,14-301,1,0,1.000,0,1.000,0,1.000,0
OSS,1.081,1.110,21090,0.308,0.029,14,1,0,1.081,0,1.081,0,1.081,0
SSLJ,1.000,1.000,20000,0.478,0.005,328,1,0,1.000,0,1.000,0,1.000,0
VCTR,1.027,0.925,140634,1.000,0.000,7-8-19,1,5,1.027,5,1.027,5,1.027,5
CAAP,1.058,1.000,485714,0.179,0.068,12,2,0,1.058,0,1.058,0,1.058,0
FTSI,1.025,1.056,370500,0.183,0.106,1-7,2,10,1.042,18,1.053,45,1.105,357
HMI,1.000,1.091,120000,1.000,0.096,1-18-44-207,2,0,1.000,0,1.000,0,1.000,0
HUD,1.000,0.945,707548,1.000,0.094,1-7-32,2,0,1.000,0,1.000,0,1.002,189
QES,1.027,0.900,83333,0.280,0.035,8-336,2,0,1.027,0,1.049,36,1.049,36
WHD,1.040,1.067,466440,1.000,0.000,1-18,2,5,1.040,5,1.040,5,1.040,5
BFRA,1.079,1.316,15795,1.000,0.013,115,1,1,1.079,1,1.079,1,1.079,1
MOTS,1.056,1.000,17500,0.225,0.057,4-12,1,0,1.056,0,1.056,0,1.056,0
FAMI,1.295,1.100,7392,0.144,0.003,60,1,10,1.432,22,1.511,32,1.511,32
BTAI,1.083,1.002,60109,0.349,0.080,17-31-32,1,7,1.083,7,1.083,7,1.083,7
AIHS,1.080,1.377,16530,0.118,0.006,60,1,8,1.080,8,1.089,43,1.089,43
BWB,1.015,1.077,84822,0.231,0.044,34-83,1,4,1.018,22,1.027,58,1.027,58
ZS,1.019,1.719,330000,0.102,0.209,2-7,1,0,1.019,0,1.019,0,1.217,294
RCUS,1.070,1.333,160000,0.188,0.098,2-18-56,2,10,1.105,23,1.105,23,1.105,23
DNJR,1.077,1.300,8060,0.107,0.014,60,1,0,1.077,0,1.077,0,1.077,0
DBX,1.086,1.381,1044000,0.685,0.216,2-8-19-21-110,1,9,1.090,14,1.090,14,1.090,14
OPBK,1.021,1.068,23500,0.132,0.045,35,1,0,1.030,23,1.038,40,1.047,336
STG,1.075,1.139,170300,0.286,0.074,1-19-135,2,2,1.075,2,1.075,2,1.075,2
BILI,1.083,0.852,411600,1.000,0.078,7-8-19,1,10,1.083,10,1.102,59,1.149,283
FIXX,1.061,1.438,207000,0.249,0.056,8-41-48,1,0,1.061,0,1.061,0,1.061,0
GNPX,1.119,0.938,6003,0.098,0.024,45,1,9,1.173,14,1.173,14,1.173,14
IQ,1.018,1.011,2275000,1.000,0.114,1-8-135,1,0,1.018,0,1.018,0,1.018,0
UMRX,1.021,0.979,67797,0.195,0.045,7-41,1,0,1.021,0,1.021,0,1.021,0
GHG,1.021,1.029,146880,1.000,0.029,7-8-32,2,0,1.021,0,1.021,0,1.021,0
ZUO,1.050,1.429,220000,1.000,0.187,2-3-7-110,2,4,1.062,22,1.062,22,1.093,246
EACQU,1.002,1.000,180000,0.800,0.030,18,1,1,1.002,1,1.002,1,1.002,1
TRTLU,1.004,1.000,185000,0.800,0.037,21,1,3,1.004,3,1.004,3,1.004,3
LEAF,1.009,1.124,401962,0.189,0.126,1-8-17-18-110,2,0,1.028,25,1.028,25,1.048,368
EVER,1.010,1.040,199888,0.170,0.055,2,1,8,1.023,27,1.038,57,1.038,57
BV,1.034,1.333,151748,0.167,0.000,1-7-21,2,0,1.073,21,1.073,21,1.073,21
AMBO,1.260,1.000,106772,0.500,0.055,19-135,3,0,1.260,0,1.260,0,1.260,0
AHPAU,1.008,0.982,294600,0.800,0.043,1,1,10,1.008,10,1.011,54,1.015,334
JSYNU,1.005,0.995,38805,0.754,0.035,13-70,1,0,1.005,0,1.005,0,1.005,0
EAGLU,1.001,1.001,480480,0.800,0.018,8-21,1,4,1.002,29,1.002,29,1.008,118
PACQU,1.005,1.000,36000,0.746,0.079,70,1,1,1.005,1,1.005,1,1.005,1
FMCIU,1.002,1.000,150000,0.771,0.030,99-120,1,1,1.002,1,1.002,1,1.003,181
BNGOU,1.000,0.979,20160,0.354,0.006,14,1,0,1.067,27,1.124,31,1.124,31
TZACU,1.011,1.001,55055,0.764,0.066,13,1,0,1.011,0,1.011,0,1.011,0
SFET,1.000,0.836,6125,0.374,0.000,70,1,0,1.000,0,1.000,0,1.000,0
TKKSU,1.000,1.008,221760,0.794,0.019,99,1,0,1.000,0,1.000,0,1.000,0
ARDS,1.064,1.002,26040,0.253,0.049,30,1,4,1.064,4,1.064,4,1.064,4
MESA,1.000,1.000,115560,0.282,0.053,8-38,1,0,1.000,0,1.000,0,1.000,0
VCNX,1.000,1.000,40000,0.290,0.026,12-112,1,0,1.000,0,1.000,0,1.000,0
ARLO,1.100,1.156,188977,0.140,0.070,8-21-92,2,9,1.116,21,1.116,21,1.214,353
CWK,1.010,1.059,810000,0.216,0.078,2-7-19-32,2,1,1.010,1,1.010,1,1.010,1
TOTAU,1.003,1.012,40480,0.769,0.038,70,1,2,1.003,2,1.003,2,1.003,2
ADIL,1.100,0.800,5856,0.224,0.016,13-69-294,1,1,1.100,1,1.100,1,1.100,1
DAVA,1.040,1.250,158500,0.574,0.106,1-7-18-21,2,6,1.040,6,1.040,6,1.040,6
OPRA,1.089,1.195,137664,1.000,0.088,18-171,1,9,1.089,9,1.089,9,1.089,9
WISA,1.000,1.000,12000,0.163,0.009,310-311-357-358,1,0,1.000,0,1.000,0,1.000,0
TENB,1.027,1.435,359700,0.120,0.174,7-19-21-110,1,0,1.027,0,1.027,0,1.027,0
PDD,1.036,1.395,2268400,1.000,0.094,1-135-171,1,3,1.036,3,1.036,3,1.036,3
FOCS,1.000,1.088,582162,0.402,0.077,2-8-116,1,0,1.000,0,1.000,0,1.081,174
JG,1.043,1.059,81540,1.000,0.039,1-21-135,1,1,1.087,24,1.089,34,1.089,34
LQDA,1.080,1.132,56590,0.301,0.048,3-41,1,3,1.080,3,1.080,3,1.080,3
BRY,1.034,0.946,172826,0.160,0.049,2-31-37,1,10,1.034,10,1.034,10,1.064,276
CANG,1.111,1.136,50000,1.000,0.019,7-8-135,2,1,1.111,1,1.111,1,1.111,1
AQST,1.055,1.003,67725,0.184,0.079,10-31,1,0,1.153,30,1.153,30,1.282,145
BE,1.037,1.247,336600,1.000,0.106,7-19,2,6,1.059,28,1.112,44,1.310,316
GLACU,1.006,1.011,40440,0.759,0.034,70,1,0,1.006,0,1.006,0,1.006,0
PRVB,1.000,2.000,131000,0.434,0.004,134,1,0,1.000,0,1.000,0,1.000,0
REPL,1.014,1.067,107200,0.217,0.106,19-31-56,1,0,1.014,0,1.014,0,1.014,0
TLRY,1.039,1.356,207450,0.120,0.072,41,1,0,1.039,0,1.039,0,1.041,287
MYFW,1.010,1.092,40981,0.262,0.037,35-55,1,0,1.010,0,1.010,0,1.010,0
ESTA,1.038,1.444,96597,0.201,0.082,3-41,1,2,1.038,2,1.038,2,1.038,2
CNST,1.064,0.765,45920,0.156,0.078,3-19-31,1,4,1.064,4,1.064,4,1.064,4
ALLK,1.032,1.511,194026,0.176,0.103,2-3,1,3,1.123,26,1.195,51,1.222,168
CCB,1.046,1.121,46312,0.250,0.046,35-179,1,0,1.046,0,1.046,0,1.046,0
CRNX,1.111,1.132,115500,0.261,0.127,4-19-56,1,9,1.273,23,1.280,56,1.325,179
RUBY,1.082,1.327,319836,0.136,0.052,3-7-19-56,1,3,1.082,3,1.082,3,1.082,3
ALGRU,1.001,1.006,130780,0.782,0.035,30,1,0,1.001,0,1.001,0,1.001,0
BJ,1.083,1.250,796875,0.297,0.116,2-8-19-21,2,0,1.083,0,1.083,0,1.083,0
ENTX,1.027,0.912,10220,0.123,0.019,12-13,1,0,1.027,0,1.027,0,1.027,0
HCCHU,1.004,1.005,50250,0.789,0.045,99,1,0,1.004,0,1.004,0,1.004,0
FTSV,1.029,0.938,105595,0.235,0.103,1-7,1,0,1.029,0,1.029,0,1.029,0
STIM,1.039,1.471,137500,0.328,0.065,4-6,1,2,1.039,2,1.039,2,1.194,325
TBIO,1.074,0.885,107525,0.209,0.067,18-48-56,1,5,1.074,5,1.074,5,1.074,5
TCDA,1.072,1.316,292500,0.291,0.057,2-19-41,1,8,1.115,31,1.178,49,1.248,157
UXIN,1.009,1.156,260000,1.000,0.091,7-19-44-135-171,1,0,1.009,0,1.009,0,1.009,0
NTGN,1.014,1.000,100000,0.222,0.080,7-8-79,1,1,1.014,1,1.014,1,1.014,1
LOVE,1.050,1.562,87500,0.271,0.056,14,1,0,1.050,0,1.050,0,1.050,0
HYRE,1.171,1.110,13986,0.241,0.031,45,1,3,1.171,3,1.171,3,1.171,3
ECOR,1.100,1.200,93600,0.183,0.030,4-30-33-48,1,0,1.100,0,1.100,0,1.116,328
AUTL,1.071,1.647,247058,0.227,0.052,2-3,1,0,1.071,0,1.071,0,1.071,0
APTX,1.117,1.087,111359,0.197,0.085,19-31-41-56,1,6,1.164,19,1.171,57,1.200,290
IIIV,1.053,1.385,119700,0.822,0.077,9-38-41,1,9,1.083,13,1.083,13,1.083,13
KZR,1.024,1.333,100000,0.273,0.035,3-6-37-41,1,0,1.024,0,1.024,0,1.024,0
EPRT,1.006,0.964,438425,0.793,0.054,2-17-18,2,0,1.019,26,1.032,51,1.032,51
MGTA,1.054,1.033,103333,0.194,0.088,2-19-41,1,1,1.054,1,1.054,1,1.054,1
AVRO,1.080,1.539,153502,0.227,0.096,7-37-41,1,8,1.144,21,1.176,53,1.197,210
XERS,1.103,1.050,89775,0.289,0.022,3-10-56,1,4,1.152,31,1.225,31,1.288,359
TWLVU,1.003,1.002,180360,0.771,0.036,99,1,5,1.006,15,1.006,15,1.007,170
LFACU,1.000,1.002,135270,0.800,0.049,38-345,1,0,1.000,0,1.000,0,1.000,0
EIDX,1.032,1.176,125000,0.175,0.062,8-19,1,3,1.032,3,1.091,58,1.243,216
TBRGU,1.000,1.005,226125,0.800,0.014,30-175,1,0,1.000,0,1.000,0,1.000,0
VRCA,1.121,1.333,100000,0.200,0.044,3-8-41,1,0,1.121,0,1.121,0,1.121,0
NEW,1.081,1.000,122400,1.000,0.047,17-18-21-171-361,2,4,1.212,28,1.306,57,1.306,57
AVLR,1.084,1.458,262500,0.115,0.155,2-8-19,2,2,1.084,2,1.084,2,1.284,321
CHRA,1.004,0.979,86397,0.246,0.061,7-8,2,0,1.004,0,1.004,0,1.021,365
USX,1.015,1.019,294312,0.561,0.056,7-8,2,2,1.015,2,1.028,48,1.039,198
MGTX,1.026,1.007,75500,0.184,0.065,8-17-48,1,2,1.026,2,1.026,2,1.026,2
HJLI,1.128,1.000,7500,0.148,0.031,45-310-358,1,6,1.128,6,1.128,6,1.128,6
TDACU,1.003,1.001,175175,0.760,0.010,70,1,4,1.003,4,1.003,4,1.003,4
ITRM,1.002,0.977,78105,0.441,0.022,10-56,1,0,1.002,0,1.002,0,1.015,235
KNSA,1.008,1.358,207281,0.575,0.045,2-19,1,0,1.008,0,1.008,0,1.008,0
SRRK,1.018,1.018,76380,0.219,0.028,3-31-41,1,0,1.091,24,1.091,24,1.123,258
GSKY,1.043,0.963,841700,0.733,0.122,2-7-19,1,10,1.054,12,1.054,12,1.063,274
CLPS,1.101,1.097,11520,0.150,0.035,59-115,1,0,1.101,0,1.101,0,1.101,0
EVOP,1.006,1.253,280700,0.925,0.174,5-8-18-19-21,1,0,1.006,0,1.006,0,1.006,0
PS,1.013,1.333,414000,0.346,0.144,7-8-17-19,1,0,1.034,20,1.034,20,1.034,20
VTIQU,1.001,1.000,200000,0.775,0.081,41-70,1,0,1.001,0,1.001,0,1.001,0
TMCXU,1.001,1.000,300000,0.800,0.072,345,1,0,1.002,17,1.002,17,1.002,17
HUYA,1.101,1.292,232500,1.000,0.150,1-32-135,2,9,1.101,9,1.101,9,1.101,9
EQH,1.007,0.988,2710687,0.245,0.036,7-17-18-19,2,1,1.007,1,1.013,39,1.038,295
EVLO,1.025,1.000,85000,0.167,0.069,7-31-41,1,5,1.025,5,1.025,5,1.027,83
OBNK,1.019,1.066,131811,0.165,0.059,38-55,1,7,1.022,14,1.022,14,1.046,325
ROAD,1.018,1.083,146250,1.000,0.048,38-39-55,1,0,1.018,0,1.018,0,1.018,0
STXB,1.018,1.048,44000,0.211,0.076,35-55,1,0,1.025,14,1.025,14,1.025,14
ASLN,1.049,0.875,36900,0.187,0.034,4-56,1,0,1.049,0,1.049,0,1.049,0
BCML,1.009,1.036,65007,0.275,0.007,83-84,1,0,1.009,0,1.009,0,1.022,232
CBLK,1.046,1.300,197600,0.122,0.161,7-19,1,8,1.046,8,1.046,8,1.046,8
INSP,1.000,1.531,165307,0.333,0.113,2-8,2,0,1.000,0,1.000,0,1.035,297
UBX,1.078,1.118,95000,0.119,0.030,2-7-18,1,2,1.078,2,1.078,2,1.078,2
XSPL,1.056,1.102,7202,0.261,0.001,311,1,0,1.169,26,1.169,26,1.234,172
PRT,1.043,0.941,100000,0.514,0.131,2-32-37,2,2,1.043,2,1.043,2,1.043,2
DOCU,1.018,1.310,824600,0.143,0.153,7-19,1,10,1.018,10,1.049,60,1.076,260
GSHD,1.002,1.200,102360,0.696,0.061,8-19,1,1,1.083,15,1.083,15,1.462,290
SMAR,1.005,1.227,214064,1.000,0.168,3-7-10-19,2,0,1.005,0,1.019,36,1.071,321
LASR,1.033,1.438,138000,0.178,0.112,26-38,1,0,1.033,0,1.033,0,1.238,292
CDAY,1.037,1.314,606900,0.158,0.162,2-19,2,2,1.055,15,1.055,15,1.099,294
LEVL,1.062,1.036,34800,0.159,0.019,35-38,1,3,1.062,3,1.062,3,1.062,3
PVTL,1.003,1.117,619750,0.495,0.123,2-7-18,2,0,1.003,0,1.003,0,1.044,316
SURF,1.000,0.983,106200,0.261,0.102,2-41-48,1,0,1.000,0,1.000,0,1.000,0
EAF,1.031,0.983,516250,0.116,0.073,1-19,2,5,1.031,5,1.031,5,1.031,5
AGMH,1.083,1.100,7183,0.061,0.002,45,1,1,1.136,29,1.207,31,1.364,74
TIBRU,1.000,1.001,150150,0.800,0.036,30-89,1,0,1.001,20,1.001,20,1.002,260
OPESU,1.002,1.003,100300,0.775,0.066,99,1,0,1.002,0,1.002,0,1.002,0
DFBHU,1.004,1.000,250000,0.800,0.061,2-21,1,5,1.004,5,1.004,5,1.004,5
MUDSU,1.000,1.000,200000,0.800,0.000,30,1,0,1.000,0,1.000,0,1.000,0
MTECU,1.004,1.001,50050,0.772,0.035,99,1,4,1.006,21,1.008,39,1.008,39
GPAQU,1.002,1.000,125000,0.800,0.072,345,1,1,1.002,1,1.002,1,1.002,1
NEBUU,1.001,1.003,250749,0.800,0.020,2-21,1,0,1.002,16,1.002,16,1.002,16
LACQU,1.001,1.000,200000,0.800,0.064,7,1,0,1.001,0,1.001,0,1.001,0
