symbol,date,underwriter
AAOI,20130926,piper jaffray
AAOI,20130926,raymond james
AAPC,20150429,citigroup
AAVL,20140731,jefferies
AAVL,20140731,piper jaffray
AAVL,20140731,cowen
ABCW,20141022,sandler o'neill
ABCW,20141022,robert w baird
ABGB,20131017,citigroup
ABGB,20131017,hsbc
ABY,20140613,bofa merrill lynch
ABY,20140613,citigroup
ACRX,20110211,piper jaffray
ADAP,20150506,bofa merrill lynch
ADAP,20150506,cowen
ADAP,20150506,leerink
ADHD,20130522,aegis
ADMS,20140410,credit suisse
ADMS,20140410,piper jaffray
ADRO,20150415,bofa merrill lynch
ADRO,20150415,leerink
AEGR,20101022,leerink
AEGR,20101022,lazard
AERI,20131025,rbc
AERI,20131025,stifel nicolaus
AFH,20130212,sandler o'neill
AFMD,20140912,jefferies
AFMD,20140912,bmo
AFMD,20140912,leerink
AGIO,20130724,goldman sachs
AGIO,20130724,jp morgan
AGRX,20140523,william blair
AGRX,20140523,rbc
AGTC,20140327,barclays
AGTC,20140327,bmo
AGTC,20140327,wedbush
AKAO,20140312,credit suisse
AKAO,20140312,cowen
AKBA,20140320,credit suisse
AKBA,20140320,morgan stanley
AKER,20140123,aegis
ALDR,20140508,credit suisse
ALDR,20140508,leerink
ALDX,20140502,aegis
ALIM,20100422,credit suisse
ALIM,20100422,citigroup
ALRM,20150626,credit suisse
ALRM,20150626,goldman sachs
ALRM,20150626,bofa merrill lynch
ALTR,20171101,rbc
ALTR,20171101,jp morgan
ALTR,20171101,deutsche bank
AMBA,20121010,morgan stanley
AMBA,20121010,deutsche bank
AMDA,20140213,jmp
AMPH,20140625,jefferies
AMPH,20140625,piper jaffray
AMPH,20140625,bmo
AMRS,20100928,goldman sachs
AMRS,20100928,morgan stanley
ANAC,20101124,citigroup
ANAC,20101124,deutsche bank
ANGI,20111117,bofa merrill lynch
ANTH,20100301,deutsche bank
AOSL,20100429,piper jaffray
AOSL,20100429,deutsche bank
APIC,20150424,credit suisse
APIC,20150424,morgan stanley
APIC,20150424,jp morgan
APPF,20150626,credit suisse
APPF,20150626,morgan stanley
AQMS,20150731,national
AQXP,20140307,jefferies
AQXP,20140307,cowen
ARCP,20110907,ladenburg thalmann
ARCP,20110907,realty
ARDX,20140619,citigroup
ARDX,20140619,leerink
ARGS,20140207,piper jaffray
ARGS,20140207,stifel nicolaus
ARGS,20140207,jmp
ASND,20150128,bofa merrill lynch
ASND,20150128,leerink
ATOS,20121108,dawson james
ATRA,20141016,goldman sachs
ATRA,20141016,citigroup
AVEO,20100312,morgan stanley
AVEO,20100312,jp morgan
AVGR,20150130,canaccord genuity
AVGR,20150130,cowen
AVNU,20150210,keefe bruyette and woods
AWAY,20110629,morgan stanley
BBRG,20101021,jefferies
BBRG,20101021,piper jaffray
BBRG,20101021,wells fargo
BCOV,20120217,morgan stanley
BCOV,20120217,stifel nicolaus
BIND,20130920,credit suisse
BIND,20130920,cowen
BIOC,20140205,aegis
BIOC,20140205,feltl
BITI,20150611,rbc
BITI,20150611,stifel nicolaus
BLCM,20141218,jefferies
BLCM,20141218,piper jaffray
BLCM,20141218,citigroup
BLMN,20120808,morgan stanley
BLMN,20120808,bofa merrill lynch
BLMN,20120808,jp morgan
BLMT,20111005,keefe bruyette and woods
BLPH,20150213,cowen
BLPH,20150213,leerink
BLUE,20130619,bofa merrill lynch
BLUE,20130619,jp morgan
BLVDU,20140213,citigroup
BNFT,20130918,goldman sachs
BNFT,20130918,jefferies
BNFT,20130918,deutsche bank
BOJA,20150508,jefferies
BOJA,20150508,bofa merrill lynch
BOJA,20150508,wells fargo
BONA,20101209,bofa merrill lynch
BONA,20101209,jp morgan
BPMC,20150430,goldman sachs
BPMC,20150430,cowen
BUFF,20150722,citigroup
BUFF,20150722,jp morgan
BVXV,20150512,aegis
BWFG,20140515,sandler o'neill
BWFG,20140515,keefe bruyette and woods
BZUN,20150521,credit suisse
BZUN,20150521,morgan stanley
BZUN,20150521,bofa merrill lynch
CAFD,20150619,goldman sachs
CAFD,20150619,citigroup
CALA,20141002,citigroup
CALA,20141002,leerink
CAPN,20141113,maxim
CARA,20140131,piper jaffray
CARA,20140131,stifel nicolaus
CARB,20110811,bofa merrill lynch
CARB,20110811,jp morgan
CATB,20150625,citigroup
CATB,20150625,cowen
CBF,20120920,credit suisse
CBF,20120920,goldman sachs
CBF,20120920,bofa merrill lynch
CBOE,20100615,goldman sachs
CBYL,20150409,leerink
CCCR,20130813,axiom capital management
CCCR,20130813,burnham
CCIH,20101001,bofa merrill lynch
CCIH,20101001,deutsche bank
CCXI,20120208,citigroup
CCXI,20120208,jp morgan
CDNA,20140717,piper jaffray
CDNA,20140717,leerink
CDRB,20150519,burnham
CDTX,20150415,jefferies
CDTX,20150415,leerink
CDW,20130627,goldman sachs
CDW,20130627,barclays
CDW,20130627,jp morgan
CDXS,20100422,credit suisse
CEMP,20120203,stifel nicolaus
CEMP,20120203,cowen
CEMP,20120203,leerink
CERE,20120222,goldman sachs
CERE,20120222,barclays
CERU,20140410,leerink
CFMS,20150701,jp morgan
CFMS,20150701,deutsche bank
CG,20120503,credit suisse
CG,20120503,citigroup
CG,20120503,jp morgan
CGIX,20130405,william blair
CGIX,20130405,robert w baird
CGIX,20130405,aegis
CGIX,20130405,feltl
CHEF,20110728,jefferies
CHEF,20110728,bmo
CHEF,20110728,wells fargo
CHMA,20150716,barclays
CHMA,20150716,cowen
CHRS,20141106,credit suisse
CHRS,20141106,jp morgan
CHUY,20120724,jefferies
CHUY,20120724,robert w baird
CLCD,20150506,piper jaffray
CLCD,20150506,stifel nicolaus
CLDN,20140130,barclays
CLDN,20140130,jp morgan
CLIR,20120425,mdb
CLLS,20150325,jefferies
CLLS,20150325,piper jaffray
CLLS,20150325,bofa merrill lynch
CLVS,20111116,credit suisse
CLVS,20111116,jp morgan
CMRX,20130411,morgan stanley
CMRX,20130411,cowen
CNAT,20130725,piper jaffray
CNAT,20130725,stifel nicolaus
CNCE,20140213,ubs
CNCE,20140213,wells fargo
CNOB,20130212,stifel nicolaus
CNV,20141120,morgan stanley
CNV,20141120,jp morgan
COLL,20150507,jefferies
COLL,20150507,piper jaffray
COMM,20131025,bofa merrill lynch
COMM,20131025,jp morgan
COMM,20131025,deutsche bank
CONE,20130118,morgan stanley
CONE,20130118,bofa merrill lynch
CORI,20140403,jefferies
CORI,20140403,leerink
COVS,20130926,credit suisse
COVS,20130926,pacific crest
CRTO,20131030,jefferies
CRTO,20131030,jp morgan
CRTO,20131030,deutsche bank
CSOD,20110317,goldman sachs
CSOD,20110317,barclays
CSTE,20120322,credit suisse
CSTE,20120322,barclays
CSTE,20120322,jp morgan
CTRL,20130802,bofa merrill lynch
CTRL,20130802,raymond james
CYAD,20150619,piper jaffray
CYAD,20150619,ubs
CYBR,20140924,barclays
CYBR,20140924,jp morgan
CYBR,20140924,deutsche bank
CZR,20120208,credit suisse
CZR,20120208,citigroup
DATE,20110511,bofa merrill lynch
DATE,20110511,citigroup
DBVT,20141022,citigroup
DBVT,20141022,leerink
DERM,20141003,citigroup
DERM,20141003,leerink
DFRG,20120727,piper jaffray
DFRG,20120727,deutsche bank
DFRG,20120727,wells fargo
DHRM,20100422,anderson and strudwick
DNAI,20150716,jefferies
DNAI,20150716,bofa merrill lynch
DNKN,20110727,morgan stanley
DNKN,20110727,barclays
DNKN,20110727,jp morgan
DPRX,20140313,oppenheimer
DRNA,20140130,jefferies
DRNA,20140130,stifel nicolaus
DRNA,20140130,leerink
DSKY,20140807,credit suisse
DSKY,20140807,jp morgan
DSKY,20140807,stifel nicolaus
DTEA,20150605,goldman sachs
DTEA,20150605,jp morgan
EAC,20120411,oppenheimer
EAC,20120411,stifel nicolaus
EAC,20120411,lazard
EARS,20140806,jefferies
EARS,20140806,leerink
EBIO,20140206,citigroup
EBIO,20140206,cowen
EBIO,20140206,leerink
ECYT,20110204,rbc
ECYT,20110204,leerink
EGLT,20140206,stifel nicolaus
EGLT,20140206,jmp
EGRX,20140212,piper jaffray
EGRX,20140212,william blair
EIGI,20131025,credit suisse
EIGI,20131025,goldman sachs
EIGI,20131025,morgan stanley
ENPH,20120330,morgan stanley
ENPH,20120330,bofa merrill lynch
ENPH,20120330,deutsche bank
ENTA,20130321,credit suisse
ENTA,20130321,jp morgan
ENVI,20120425,goldman sachs
ENVI,20120425,piper jaffray
ENVI,20120425,deutsche bank
ENVI,20120425,stifel nicolaus
EPZM,20130531,citigroup
EPZM,20130531,cowen
EPZM,20130531,leerink
ESPR,20130626,credit suisse
ESPR,20130626,citigroup
ETSY,20150416,goldman sachs
ETSY,20150416,morgan stanley
EVAR,20140425,jefferies
EVAR,20140425,barclays
EVOK,20130925,aegis
EXA,20120628,stifel nicolaus
EYEG,20150213,aegis
EYEG,20150213,chardan
EYES,20141119,mdb
FANG,20121012,credit suisse
FATE,20131001,bmo
FATE,20131001,cowen
FB,20120518,goldman sachs
FB,20120518,morgan stanley
FB,20120518,jp morgan
FBNK,20110630,keefe bruyette and woods
FEYE,20130920,goldman sachs
FEYE,20130920,morgan stanley
FEYE,20130920,barclays
FEYE,20130920,jp morgan
FGEN,20141114,goldman sachs
FGEN,20141114,citigroup
FGEN,20141114,leerink
FIBK,20100324,barclays
FIVE,20120719,goldman sachs
FIVE,20120719,jefferies
FIVE,20120719,barclays
FIVN,20140404,bofa merrill lynch
FIVN,20140404,barclays
FIVN,20140404,jp morgan
FLDM,20110210,piper jaffray
FLDM,20110210,deutsche bank
FLKS,20150129,jefferies
FLKS,20150129,piper jaffray
FLXN,20140212,bmo
FLXN,20140212,wells fargo
FMI,20130925,goldman sachs
FMI,20130925,jp morgan
FNGN,20100316,goldman sachs
FOGO,20150619,jefferies
FOGO,20150619,jp morgan
FOMX,20140918,barclays
FOMX,20140918,cowen
FOXF,20130808,piper jaffray
FOXF,20130808,william blair
FOXF,20130808,robert w baird
FPRX,20130918,jefferies
FPRX,20130918,bmo
FPRX,20130918,wells fargo
FRAN,20110722,goldman sachs
FRAN,20110722,jefferies
FRAN,20110722,jp morgan
FRPT,20141107,credit suisse
FRPT,20141107,goldman sachs
FRSH,20140502,jefferies
FRSH,20140502,wells fargo
FRSH,20140502,robert w baird
FSBW,20120710,keefe bruyette and woods
FUEL,20130920,credit suisse
FUEL,20130920,citigroup
FWM,20130417,credit suisse
FWM,20130417,jefferies
FWM,20130417,william blair
FWM,20130417,bofa merrill lynch
FWP,20141015,jefferies
FWP,20141015,rbc
FWP,20141015,leerink
GDEF,20131024,cowen
GEVO,20110209,piper jaffray
GEVO,20110209,citigroup
GEVO,20110209,ubs
GLBL,20150731,morgan stanley
GLBL,20150731,barclays
GLBL,20150731,citigroup
GLBL,20150731,jp morgan
GLMD,20140313,maxim
GLPG,20150514,credit suisse
GLPG,20150514,morgan stanley
GLPG,20150514,cowen
GLYC,20140110,jefferies
GLYC,20140110,barclays
GMAN,20100805,piper jaffray
GMAN,20100805,wells fargo
GMLP,20110408,morgan stanley
GMLP,20110408,bofa merrill lynch
GMLP,20110408,citigroup
GNBC,20140808,jefferies
GNBC,20140808,sandler o'neill
GNCA,20140205,citigroup
GNCA,20140205,cowen
GNMK,20100528,piper jaffray
GOGO,20130621,morgan stanley
GOGO,20130621,jp morgan
GOGO,20130621,ubs
GOMO,20131122,credit suisse
GOMO,20131122,jp morgan
GPIAU,20150520,citigroup
GPP,20150626,bofa merrill lynch
GPP,20150626,barclays
GPRO,20140626,barclays
GPRO,20140626,citigroup
GPRO,20140626,jp morgan
GRPN,20111104,credit suisse
GRPN,20111104,goldman sachs
GRPN,20111104,morgan stanley
GWGH,20140925,mlv
GWGH,20140925,axiom capital management
GWGH,20140925,newbridge
GWGH,20140925,newport coast
GWPH,20130501,cowen
GWPH,20130501,lazard
HABT,20141120,piper jaffray
HABT,20141120,wells fargo
HABT,20141120,robert w baird
HAWK,20130419,goldman sachs
HAWK,20130419,bofa merrill lynch
HAWK,20130419,citigroup
HAWK,20130419,deutsche bank
HCACU,20150723,cantor fitzgerald
HCACU,20150723,ubs
HDP,20141212,credit suisse
HDP,20141212,goldman sachs
HDP,20141212,rbc
HDS,20130627,credit suisse
HDS,20130627,bofa merrill lynch
HDS,20130627,barclays
HDS,20130627,jp morgan
HIIQ,20130208,credit suisse
HIIQ,20130208,citigroup
HLG,20150707,network 1
HMHC,20131114,goldman sachs
HMHC,20131114,morgan stanley
HMST,20120210,fbr
HQY,20140731,jp morgan
HQY,20140731,wells fargo
HSGX,20141203,canaccord genuity
HSGX,20141203,cowen
HSGX,20141203,needham
HTBX,20130724,aegis
HTGM,20150506,leerink
HTHT,20100326,morgan stanley
HTHT,20100326,goldman sachs (asia)
HZNP,20110728,stifel nicolaus
HZNP,20110728,jmp
HZNP,20110728,cowen
IBTX,20130403,sandler o'neill
IBTX,20130403,keefe bruyette and woods
IBTX,20130403,evercore
ICBK,20150116,robert w baird
ICBK,20150116,sterne agee and leach
ICPT,20121011,bofa merrill lynch
IMDZ,20140724,jefferies
IMDZ,20140724,leerink
IMI,20111118,morgan stanley
IMI,20111118,jp morgan
INGN,20140214,jp morgan
INNL,20140725,piper jaffray
INNL,20140725,stifel nicolaus
INOV,20150212,goldman sachs
INOV,20150212,morgan stanley
INOV,20150212,citigroup
INSY,20130502,jmp
INSY,20130502,wells fargo
IPDN,20130305,aegis
IPDN,20130305,rodman and renshaw
IPWR,20131122,northland
IPWR,20131122,mdb
IRG,20120511,credit suisse
IRG,20120511,piper jaffray
IRG,20120511,robert w baird
IRMD,20140716,roth
IRWD,20100203,credit suisse
IRWD,20100203,morgan stanley
IRWD,20100203,jp morgan
ISTR,20140701,sandler o'neill
ISTR,20140701,sterne agee and leach
ITEK,20150218,piper jaffray
ITEK,20150218,cowen
IVTY,20150615,piper jaffray
IVTY,20150615,stifel nicolaus
IVTY,20150615,leerink
JAGX,20150513,bmo
JAGX,20150513,aegis
JAGX,20150513,guggenheim
JD,20140522,bofa merrill lynch
JD,20140522,ubs
JIVE,20111213,goldman sachs
JIVE,20111213,morgan stanley
JRVR,20141212,bmo
JRVR,20141212,ubs
JRVR,20141212,keefe bruyette and woods
JRVR,20141212,fbr
JYNT,20141111,roth
JYNT,20141111,feltl
KANG,20140409,bofa merrill lynch
KANG,20140409,ubs
KBIO,20130131,leerink
KEYW,20101001,suntrust robinson humphrey
KIN,20131212,bmo
KIN,20131212,guggenheim
KITE,20140620,credit suisse
KITE,20140620,jefferies
KITE,20140620,cowen
KMDA,20130531,jefferies
KMDA,20130531,morgan stanley
KMPH,20150416,rbc
KMPH,20150416,cowen
KONE,20100514,roth
KPTI,20131106,bofa merrill lynch
KPTI,20131106,leerink
KRNT,20150402,barclays
KRNT,20150402,citigroup
KTWO,20140508,piper jaffray
KTWO,20140508,barclays
KTWO,20140508,wells fargo
KYTH,20121011,goldman sachs
KYTH,20121011,jp morgan
LAND,20130129,janney montgomery scott
LAND,20130129,jmp
LDRH,20131009,piper jaffray
LDRH,20131009,william blair
LEDS,20101208,jefferies
LEDS,20101208,bofa merrill lynch
LEDS,20101208,barclays
LENS,20150129,jefferies
LGIH,20131107,jp morgan
LGIH,20131107,deutsche bank
LGIH,20131107,jmp
LIFE,20150507,citigroup
LIFE,20150507,jp morgan
LMNS,20140227,credit suisse
LMNS,20140227,goldman sachs
LMNS,20140227,jefferies
LMRK,20141114,rbc
LMRK,20141114,raymond james
LMRK,20141114,robert w baird
LNCO,20121012,rbc
LNCO,20121012,barclays
LNCO,20121012,citigroup
LNCO,20121012,wells fargo
LNTH,20150625,credit suisse
LNTH,20150625,jefferies
LNTH,20150625,rbc
LNTH,20150625,citigroup
LNTH,20150625,wells fargo
LOB,20150723,sandler o'neill
LOCO,20140725,jefferies
LOCO,20140725,morgan stanley
LOCO,20140725,robert w baird
LOXO,20140801,stifel nicolaus
LOXO,20140801,cowen
LPLA,20101118,goldman sachs
LPLA,20101118,morgan stanley
LPLA,20101118,bofa merrill lynch
LPLA,20101118,jp morgan
MACK,20120329,jp morgan
MB,20150619,credit suisse
MB,20150619,morgan stanley
MB,20150619,ubs
MBII,20130802,jefferies
MBII,20130802,piper jaffray
MBUU,20140131,wells fargo
MBUU,20140131,raymond james
MCEP,20111215,rbc
MCEP,20111215,wells fargo
MCEP,20111215,raymond james
MCFT,20150717,wells fargo
MCFT,20150717,raymond james
MCFT,20150717,robert w baird
MCOX,20101026,credit suisse
MCOX,20101026,ubs
MCRB,20150626,goldman sachs
MCRB,20150626,bofa merrill lynch
MCUR,20140731,credit suisse
MCUR,20140731,jefferies
MDWD,20140320,credit suisse
MDWD,20140320,jefferies
MDWD,20140320,bmo
MEMP,20111209,citigroup
MEMP,20111209,wells fargo
MEMP,20111209,raymond james
MFRM,20111118,william blair
MFRM,20111118,barclays
MFRM,20111118,ubs
MGNX,20131010,bofa merrill lynch
MGNX,20131010,leerink
MIK,20140627,goldman sachs
MIK,20140627,jp morgan
MITL,20100422,bofa merrill lynch
MITL,20100422,jp morgan
MITL,20100422,ubs
MKTO,20130517,credit suisse
MKTO,20130517,goldman sachs
MMYT,20100812,morgan stanley
MOBI,20101210,citigroup
MOBL,20140612,goldman sachs
MOBL,20140612,morgan stanley
MOBL,20140612,barclays
MOBL,20140612,deutsche bank
MOKO,20140627,northland
MOKO,20140627,chardan
MOLG,20141009,credit suisse
MOLG,20141009,citigroup
MOLG,20141009,deutsche bank
MOLG,20141009,ubs
MOMO,20141211,credit suisse
MOMO,20141211,morgan stanley
MOMO,20141211,jp morgan
MOMO,20141211,china renaissance securities (hong kong)
MRD,20140613,barclays
MRD,20140613,citigroup
MRKT,20140619,credit suisse
MRKT,20140619,bofa merrill lynch
MRKT,20140619,barclays
MRKT,20140619,citigroup
MRNS,20140731,stifel nicolaus
MRNS,20140731,jmp
MTBC,20140723,aegis
MTBC,20140723,chardan
MTBC,20140723,summer street
MTGE,20110804,citigroup
MTGE,20110804,deutsche bank
MTGE,20110804,ubs
MTGE,20110804,wells fargo
MTLS,20140625,credit suisse
MTLS,20140625,piper jaffray
MTSI,20120315,jefferies
MTSI,20120315,barclays
MTSI,20120315,jp morgan
NCLH,20130118,barclays
NCLH,20130118,ubs
NCOM,20150319,keefe bruyette and woods
NDLS,20130628,morgan stanley
NDLS,20130628,bofa merrill lynch
NDLS,20130628,ubs
NDRM,20141114,jefferies
NDRM,20141114,cowen
NEOS,20150723,rbc
NEOS,20150723,bmo
NEOS,20150723,ubs
NERV,20140701,jefferies
NK,20150728,jefferies
NK,20150728,piper jaffray
NK,20150728,bofa merrill lynch
NK,20150728,citigroup
NLNK,20111111,canaccord genuity
NLNK,20111111,stifel nicolaus
NRX,20140211,aegis
NSTG,20130626,morgan stanley
NSTG,20130626,jp morgan
NTEC,20150804,maxim
NTEC,20150804,roth
NTRA,20150702,piper jaffray
NTRA,20150702,morgan stanley
NTRA,20150702,cowen
NVET,20150205,bofa merrill lynch
NVET,20150205,cowen
NVLS,20150617,stifel nicolaus
NVLS,20150617,cowen
NXPI,20100806,credit suisse
NXPI,20100806,goldman sachs
NXPI,20100806,morgan stanley
OCUL,20140725,morgan stanley
OCUL,20140725,rbc
OCUL,20140725,cowen
OLLI,20150716,jefferies
OLLI,20150716,bofa merrill lynch
OLLI,20150716,jp morgan
OMED,20130718,jefferies
OMED,20130718,leerink
ONCE,20150130,credit suisse
ONCE,20150130,jp morgan
ONTX,20130725,citigroup
ONTX,20130725,leerink
OPGN,20150505,maxim
OPHT,20130925,morgan stanley
OPHT,20130925,jp morgan
ORPN,20140731,oppenheimer
ORPN,20140731,roth
ORPN,20140731,aegis
OSN,20101221,global hunter
OSN,20101221,knight
OTIC,20140813,bofa merrill lynch
OTIC,20140813,jp morgan
OXFD,20131122,piper jaffray
OXFD,20131122,jp morgan
PACB,20101027,morgan stanley
PACB,20101027,jp morgan
PAHC,20140411,morgan stanley
PAHC,20140411,bofa merrill lynch
PAHC,20140411,barclays
PAHC,20140411,macquarie
PARN,20140618,jefferies
PARN,20140618,piper jaffray
PBPB,20131004,goldman sachs
PBPB,20131004,bofa merrill lynch
PBSK,20110913,keefe bruyette and woods
PCRX,20110203,piper jaffray
PCRX,20110203,barclays
PCTY,20140319,william blair
PCTY,20140319,bofa merrill lynch
PCTY,20140319,deutsche bank
PEGI,20130927,morgan stanley
PEGI,20130927,bmo
PEGI,20130927,rbc dominion
PETX,20130627,stifel nicolaus
PETX,20130627,lazard
PFMT,20120810,goldman sachs
PFMT,20120810,morgan stanley
PFPT,20120420,credit suisse
PFPT,20120420,deutsche bank
PFPT,20120420,pacific crest
PIH,20140401,aegis
PINC,20130926,bofa merrill lynch
PINC,20130926,jp morgan
PINC,20130926,wells fargo
PLAY,20141010,jefferies
PLAY,20141010,piper jaffray
PRAH,20141113,jefferies
PRAH,20141113,citigroup
PRAH,20141113,ubs
PRAH,20141113,kkr
PRMW,20101105,stifel nicolaus
PRQR,20140918,deutsche bank
PRQR,20140918,leerink
PRSS,20120329,jefferies
PRSS,20120329,jp morgan
PRTO,20141022,stifel nicolaus
PRTO,20141022,jmp
PTCT,20130620,credit suisse
PTCT,20130620,jp morgan
PTLA,20130522,credit suisse
PTLA,20130522,morgan stanley
PTXP,20150604,rbc
PTXP,20150604,barclays
PTXP,20150604,citigroup
PTXP,20150604,tudor pickering holt
PUB,20150611,da davidson
QIWI,20130503,credit suisse
QIWI,20130503,jp morgan
QLIK,20100716,morgan stanley
QLIK,20100716,citigroup
QLIK,20100716,jp morgan
QLYS,20120928,credit suisse
QLYS,20120928,jp morgan
QNST,20100211,credit suisse
QNST,20100211,bofa merrill lynch
QNST,20100211,jp morgan
QUNR,20131101,deutsche bank
QUNR,20131101,goldman sachs (asia)
QURE,20140205,jefferies
QURE,20140205,leerink
RARE,20140131,morgan stanley
RARE,20140131,jp morgan
RCPT,20130509,credit suisse
RCPT,20130509,bmo
RCPT,20130509,leerink
RDUS,20140606,jefferies
RDUS,20140606,cowen
REGI,20120119,piper jaffray
REGI,20120119,ubs
REPH,20140307,aegis
RESN,20140529,mdb
RGLS,20121004,bmo
RGLS,20121004,cowen
RGLS,20121004,lazard
RKDA,20150515,credit suisse
RKDA,20150515,piper jaffray
RKDA,20150515,jp morgan
RLOC,20100420,bofa merrill lynch
RLOC,20100420,jp morgan
RLYP,20131115,morgan stanley
RLYP,20131115,bofa merrill lynch
RNET,20101215,jefferies
RNET,20101215,deutsche bank
ROKA,20140717,bofa merrill lynch
ROKA,20140717,leerink
RP,20100812,credit suisse
RP,20100812,deutsche bank
RPD,20150717,morgan stanley
RPD,20150717,barclays
RPXC,20110504,goldman sachs
RPXC,20110504,barclays
RTRX,20140110,jefferies
RTTR,20150624,aegis
RTTR,20150624,chardan
RVNC,20140206,piper jaffray
RVNC,20140206,cowen
RWLK,20140912,jefferies
RWLK,20140912,barclays
SABR,20140417,goldman sachs
SABR,20140417,morgan stanley
SABR,20140417,bofa merrill lynch
SABR,20140417,deutsche bank
SAGE,20140718,goldman sachs
SAGE,20140718,jp morgan
SALE,20130719,credit suisse
SALE,20130719,goldman sachs
SALE,20130719,morgan stanley
SAMG,20130627,sandler o'neill
SAMG,20130627,raymond james
SAVE,20110526,morgan stanley
SAVE,20110526,citigroup
SCAI,20131030,citigroup
SCAI,20131030,jp morgan
SCTY,20121213,credit suisse
SCTY,20121213,goldman sachs
SCTY,20121213,bofa merrill lynch
SCYX,20140502,rbc
SCYX,20140502,canaccord genuity
SEDG,20150326,goldman sachs
SEDG,20150326,deutsche bank
SEMI,20140522,goldman sachs
SEMI,20140522,deutsche bank
SEMI,20140522,wells fargo
SFBS,20140514,sandler o'neill
SFM,20130801,credit suisse
SFM,20130801,goldman sachs
SFXE,20131009,jefferies
SFXE,20131009,barclays
SFXE,20131009,deutsche bank
SFXE,20131009,ubs
SGNL,20140618,aegis
SGNT,20110420,jefferies
SGNT,20110420,morgan stanley
SGNT,20110420,bofa merrill lynch
SIEN,20141029,piper jaffray
SIEN,20141029,stifel nicolaus
SKIS,20141121,stifel nicolaus
SKIS,20141121,robert w baird
SKIS,20141121,fbr
SKUL,20110720,morgan stanley
SKUL,20110720,bofa merrill lynch
SKYS,20141113,roth
SKYS,20141113,cowen
SKYS,20141113,fbr
SMMT,20150305,oppenheimer
SMMT,20150305,jmp
SMT,20100715,morgan stanley
SMT,20100715,deutsche bank
SMT,20100715,rbc dominion
SODA,20101103,jp morgan
SODA,20101103,deutsche bank
SPHS,20130816,citigroup
SPHS,20130816,leerink
SPKE,20140729,stifel nicolaus
SPKE,20140729,robert w baird
SPLK,20120419,credit suisse
SPLK,20120419,morgan stanley
SPLK,20120419,bofa merrill lynch
SPLK,20120419,jp morgan
SPRO,20171102,bofa merrill lynch
SPRO,20171102,stifel nicolaus
SPRO,20171102,cowen
SPSC,20100422,thomas weisel
SPWH,20140417,credit suisse
SPWH,20140417,goldman sachs
SQBK,20140327,sandler o'neill
SQBK,20140327,keefe bruyette and woods
SQI,20100924,stifel nicolaus
SREV,20110325,morgan stanley
SREV,20110325,deutsche bank
SSNC,20100331,jp morgan
STCK,20130809,goldman sachs
STDY,20150320,rbc
STDY,20150320,wells fargo
STML,20130129,rbc
STML,20130129,oppenheimer
STML,20130129,jmp
STML,20130129,aegis
SUPN,20120501,piper jaffray
SUPN,20120501,citigroup
SYNC,20120210,bofa merrill lynch
SYNC,20120210,citigroup
SYNC,20120210,stifel nicolaus
SYRX,20140410,dougherty
SYRX,20140410,wellington shields
SZYM,20110527,goldman sachs
SZYM,20110527,morgan stanley
TANH,20150324,viewtrade
TANH,20150324,newbridge
TBK,20141107,sandler o'neill
TBK,20141107,wells fargo
TBK,20141107,evercore
TCON,20150130,stifel nicolaus
TCON,20150130,wells fargo
TEDU,20140403,credit suisse
TEDU,20140403,goldman sachs (asia)
TERP,20140718,goldman sachs
TERP,20140718,barclays
TERP,20140718,citigroup
TFM,20101105,goldman sachs
TFM,20101105,bofa merrill lynch
TFM,20101105,jp morgan
TGEN,20140520,scarsdale equities
THST,20130620,wr
THST,20130620,feltl
THST,20130620,sidoti
THST,20130620,csca
TKAI,20140917,william blair
TKAI,20140917,stifel nicolaus
TKAI,20140917,bmo
TLMR,20140212,jp morgan
TLMR,20140212,keefe bruyette and woods
TNAV,20100513,jp morgan
TNAV,20100513,deutsche bank
TNDM,20131114,piper jaffray
TNDM,20131114,bofa merrill lynch
TNGO,20110717,deutsche bank
TNGO,20110717,stifel nicolaus
TOUR,20140509,credit suisse
TOUR,20140509,morgan stanley
TOUR,20140509,china renaissance securities (hong kong)
TRIV,20140416,credit suisse
